date,date,Aggravated Assault,Aircraft,Arson,Assembly or Gathering Violations,Auto Theft,Auto Theft Recovery,Ballistics,Biological Threat,Bomb Hoax,Burglary - No Property Taken,Commercial Burglary,Confidence Games,Counterfeiting,Criminal Harassment,Disorderly Conduct,Drug Violation,Embezzlement,Evading Fare,Explosives,Fire Related Reports,Firearm Discovery,Firearm Violations,Fraud,Gambling,HOME INVASION,HUMAN TRAFFICKING,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,Harassment,Harbor Related Incidents,Homicide,INVESTIGATE PERSON,Investigate Person,Investigate Property,Landlord/Tenant Disputes,Larceny,Larceny From Motor Vehicle,License Plate Related Incidents,License Violation,Liquor Violation,Manslaughter,Medical Assistance,Missing Person Located,Missing Person Reported,Motor Vehicle Accident Response,Offenses Against Child / Family,Operating Under the Influence,Other,Other Burglary,Phone Call Complaints,Police Service Incidents,Prisoner Related Incidents,Property Found,Property Lost,Property Related Damage,Prostitution,Recovered Stolen Property,Residential Burglary,Restraining Order Violations,Robbery,Search Warrants,Service,Simple Assault,Towed,Vandalism,Verbal Disputes,Violations,Warrant Arrests,moonPhase,total
2017-04-05,2017-04-05,4.0,,,1.0,6.0,,,,,,,5.0,2.0,,5.0,10.0,,,,4.0,3.0,2.0,5.0,,,,,8.0,,,,17.0,12.0,1.0,14.0,8.0,,1.0,,,21.0,8.0,5.0,28.0,,,9.0,,,1.0,,2.0,6.0,,,1.0,5.0,1.0,2.0,,,9.0,8.0,12.0,16.0,4.0,10.0,0.32,256
2017-04-06,2017-04-06,4.0,,,,1.0,,1.0,,,,1.0,3.0,1.0,1.0,3.0,7.0,,3.0,,2.0,,3.0,10.0,,,,,3.0,,,,18.0,11.0,,17.0,8.0,1.0,3.0,1.0,,27.0,1.0,1.0,39.0,,1.0,10.0,,,,,2.0,7.0,,,,5.0,3.0,4.0,4.0,,13.0,5.0,10.0,9.0,4.0,7.0,0.35,254
2017-04-07,2017-04-07,8.0,,,1.0,3.0,1.0,,,,,1.0,2.0,1.0,1.0,6.0,14.0,,1.0,,1.0,,,6.0,,,,,7.0,,,,10.0,12.0,1.0,24.0,8.0,1.0,,3.0,,25.0,8.0,4.0,36.0,,,14.0,2.0,,,,4.0,8.0,,,2.0,6.0,1.0,6.0,2.0,,6.0,14.0,18.0,18.0,3.0,10.0,0.39,299
2017-04-08,2017-04-08,4.0,,,1.0,4.0,1.0,1.0,,,,1.0,3.0,1.0,,2.0,17.0,,1.0,,3.0,,,4.0,,,,,3.0,,,,13.0,10.0,,20.0,10.0,,4.0,,,20.0,4.0,2.0,31.0,,,11.0,,,2.0,,4.0,7.0,,,,2.0,1.0,3.0,,1.0,12.0,11.0,10.0,11.0,6.0,9.0,0.42,250
2017-04-09,2017-04-09,4.0,,,,2.0,1.0,1.0,,,,1.0,1.0,,,5.0,5.0,,,,2.0,,4.0,,,,,,3.0,1.0,,,18.0,7.0,,13.0,6.0,,3.0,1.0,,13.0,3.0,3.0,30.0,,1.0,12.0,,,,,5.0,8.0,,,,1.0,3.0,,,1.0,18.0,11.0,14.0,15.0,4.0,8.0,0.45,228
2017-04-10,2017-04-10,2.0,,,,2.0,1.0,,,,,2.0,,1.0,,2.0,5.0,,1.0,,2.0,1.0,3.0,5.0,,,,1.0,11.0,,,,10.0,18.0,1.0,18.0,7.0,1.0,,1.0,,23.0,7.0,6.0,26.0,1.0,,14.0,,,2.0,,2.0,15.0,1.0,,1.0,2.0,1.0,3.0,,,13.0,7.0,17.0,21.0,2.0,13.0,0.48,272
2017-04-11,2017-04-11,13.0,,,,4.0,,2.0,,1.0,,,2.0,,,3.0,17.0,,,,1.0,1.0,3.0,3.0,,,,,6.0,3.0,3.0,,15.0,11.0,,14.0,7.0,1.0,3.0,3.0,,18.0,6.0,3.0,26.0,,,17.0,,,,,1.0,12.0,1.0,,2.0,2.0,,1.0,1.0,,17.0,10.0,19.0,12.0,2.0,13.0,0.52,279
2017-04-12,2017-04-12,6.0,,,,,2.0,1.0,,,,3.0,3.0,1.0,,2.0,23.0,,,,2.0,1.0,1.0,7.0,,,,,5.0,,,,12.0,12.0,2.0,24.0,8.0,1.0,5.0,1.0,,35.0,4.0,1.0,30.0,1.0,1.0,11.0,1.0,,2.0,,2.0,6.0,3.0,,2.0,4.0,,4.0,2.0,,12.0,8.0,10.0,16.0,1.0,8.0,0.55,286
2017-04-13,2017-04-13,11.0,,,,2.0,2.0,,,1.0,,,6.0,1.0,,6.0,20.0,,,,2.0,3.0,4.0,2.0,,,,,4.0,,1.0,,20.0,10.0,1.0,26.0,6.0,,1.0,2.0,,19.0,5.0,5.0,38.0,,,20.0,2.0,,,,4.0,6.0,1.0,,2.0,2.0,2.0,4.0,2.0,,11.0,14.0,24.0,10.0,1.0,10.0,0.58,313
2017-04-14,2017-04-14,4.0,,,,1.0,1.0,1.0,,,,2.0,,2.0,,2.0,26.0,,,,4.0,,2.0,9.0,,,,,2.0,,,,24.0,9.0,,15.0,10.0,,2.0,1.0,,20.0,3.0,3.0,36.0,,1.0,14.0,,,1.0,,2.0,7.0,,,1.0,3.0,3.0,1.0,4.0,,9.0,14.0,15.0,8.0,1.0,11.0,0.61,274
2017-04-15,2017-04-15,11.0,,,2.0,6.0,2.0,,,,,3.0,1.0,1.0,,2.0,5.0,,,,3.0,,,6.0,,,,,2.0,1.0,,,21.0,6.0,1.0,26.0,8.0,,,,,21.0,3.0,2.0,29.0,,,6.0,2.0,,1.0,,2.0,8.0,1.0,,2.0,2.0,2.0,2.0,,,13.0,11.0,14.0,12.0,4.0,7.0,0.64,251
2017-04-16,2017-04-16,7.0,,,2.0,1.0,,1.0,,,,1.0,2.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,4.0,1.0,,,21.0,11.0,,19.0,4.0,1.0,1.0,,,19.0,5.0,3.0,43.0,,1.0,18.0,,,1.0,2.0,5.0,5.0,1.0,,,2.0,,3.0,,,11.0,5.0,14.0,18.0,4.0,6.0,0.67,249
2017-04-17,2017-04-17,7.0,,,,3.0,,1.0,,,,,1.0,,,5.0,4.0,1.0,,,3.0,,,4.0,,,,,4.0,,,,18.0,11.0,,33.0,6.0,1.0,7.0,1.0,,19.0,3.0,4.0,34.0,,,7.0,1.0,,3.0,,5.0,9.0,,,,1.0,1.0,1.0,,,16.0,8.0,17.0,14.0,5.0,1.0,0.7,259
2017-04-18,2017-04-18,3.0,,,,1.0,1.0,1.0,,,,3.0,2.0,,,3.0,14.0,1.0,,,1.0,1.0,,3.0,,2.0,,,4.0,,,,19.0,8.0,,29.0,6.0,,,,,15.0,6.0,4.0,29.0,,,11.0,,,,,3.0,11.0,,,1.0,1.0,,9.0,,1.0,16.0,10.0,8.0,20.0,7.0,11.0,0.73,265
2017-04-19,2017-04-19,4.0,,,,9.0,3.0,,,,,5.0,2.0,2.0,,1.0,19.0,,1.0,,1.0,,1.0,6.0,,,,,3.0,,,,21.0,8.0,1.0,21.0,9.0,1.0,6.0,,,19.0,4.0,1.0,35.0,,1.0,15.0,,,3.0,,3.0,9.0,1.0,,3.0,4.0,,3.0,,,17.0,5.0,13.0,10.0,5.0,10.0,0.76,285
2017-04-20,2017-04-20,11.0,,,,2.0,2.0,,,,,,2.0,1.0,,1.0,12.0,,,,2.0,1.0,,4.0,,,,,1.0,,,,19.0,3.0,,18.0,11.0,,3.0,,,11.0,8.0,8.0,28.0,1.0,,11.0,,,,,12.0,8.0,,1.0,,5.0,1.0,2.0,,,11.0,12.0,14.0,8.0,4.0,6.0,0.79,244
2017-04-21,2017-04-21,1.0,,,,4.0,4.0,,,,,1.0,3.0,2.0,,,19.0,1.0,1.0,,2.0,,3.0,6.0,,,,,4.0,,1.0,,12.0,7.0,,18.0,13.0,1.0,,4.0,,22.0,5.0,3.0,40.0,1.0,,21.0,1.0,,3.0,,5.0,8.0,,,1.0,3.0,1.0,3.0,3.0,,13.0,5.0,10.0,9.0,4.0,8.0,0.83,276
2017-04-22,2017-04-22,4.0,,,,1.0,,2.0,,,,3.0,3.0,,,2.0,6.0,,,,1.0,,,6.0,,,,,4.0,1.0,,,16.0,9.0,1.0,21.0,10.0,2.0,1.0,1.0,,17.0,3.0,1.0,39.0,,2.0,9.0,1.0,,1.0,,3.0,12.0,,,,1.0,1.0,2.0,,,14.0,9.0,14.0,8.0,6.0,3.0,0.86,240
2017-04-23,2017-04-23,16.0,,,,2.0,1.0,,,,,1.0,2.0,,,1.0,5.0,1.0,,,5.0,1.0,,5.0,,,,,8.0,,2.0,,14.0,13.0,2.0,25.0,10.0,1.0,3.0,,,21.0,2.0,1.0,31.0,,2.0,13.0,1.0,,1.0,,3.0,10.0,,,1.0,3.0,2.0,2.0,1.0,,20.0,7.0,19.0,9.0,4.0,3.0,0.9,274
2017-04-24,2017-04-24,7.0,,,2.0,4.0,,1.0,,,,2.0,3.0,1.0,,4.0,11.0,,1.0,,2.0,,3.0,8.0,,,,,5.0,,,,23.0,8.0,,21.0,9.0,,,2.0,,26.0,5.0,3.0,32.0,1.0,1.0,19.0,,,5.0,,5.0,7.0,1.0,,3.0,5.0,1.0,2.0,1.0,1.0,9.0,9.0,12.0,13.0,8.0,13.0,0.93,299
2017-04-25,2017-04-25,5.0,,,1.0,3.0,2.0,,,,,8.0,3.0,1.0,,2.0,14.0,1.0,,,,1.0,,2.0,,,,,3.0,1.0,,,20.0,8.0,,27.0,4.0,,,,,16.0,5.0,5.0,28.0,,,10.0,,,4.0,,1.0,5.0,2.0,,2.0,3.0,1.0,5.0,,,14.0,12.0,11.0,9.0,2.0,8.0,0.97,249
2017-04-26,2017-04-26,9.0,,,,2.0,3.0,,,,,,2.0,2.0,,5.0,11.0,,,,,1.0,1.0,4.0,,,,,4.0,,,,20.0,8.0,,19.0,9.0,1.0,,,,30.0,2.0,,28.0,,2.0,7.0,1.0,,3.0,,5.0,5.0,1.0,,,4.0,,2.0,,,13.0,9.0,25.0,15.0,4.0,3.0,0.01,260
2017-04-27,2017-04-27,6.0,,1.0,,2.0,2.0,1.0,,,,2.0,3.0,,,1.0,14.0,,,,1.0,,2.0,8.0,,,,,4.0,,1.0,,18.0,9.0,1.0,19.0,10.0,,,1.0,,24.0,5.0,1.0,23.0,,,17.0,,,1.0,,2.0,8.0,3.0,,1.0,3.0,1.0,2.0,,,21.0,14.0,24.0,10.0,3.0,5.0,0.05,274
2017-04-28,2017-04-28,6.0,,,,,,1.0,,,,1.0,3.0,,,6.0,17.0,,,,1.0,,3.0,5.0,,,,,3.0,,,,24.0,13.0,1.0,24.0,10.0,,2.0,1.0,,31.0,2.0,1.0,33.0,,4.0,21.0,,,1.0,,3.0,10.0,,,2.0,8.0,1.0,2.0,,,16.0,8.0,14.0,8.0,3.0,15.0,0.08,304
2017-04-29,2017-04-29,9.0,,,2.0,3.0,,2.0,,,,1.0,1.0,1.0,,3.0,30.0,,1.0,,,,1.0,5.0,,1.0,,,5.0,,,,11.0,14.0,,18.0,11.0,,1.0,1.0,,19.0,4.0,4.0,32.0,1.0,1.0,11.0,,,,,4.0,15.0,,,4.0,3.0,3.0,7.0,1.0,1.0,21.0,12.0,18.0,1.0,4.0,15.0,0.12,302
2017-04-30,2017-04-30,4.0,,,,3.0,,2.0,,,,2.0,1.0,,,3.0,7.0,,,,1.0,,,,,,,,7.0,,,,14.0,9.0,,13.0,14.0,,3.0,3.0,,15.0,4.0,1.0,38.0,,,15.0,,,,,3.0,7.0,2.0,,2.0,5.0,2.0,3.0,1.0,,15.0,9.0,17.0,9.0,3.0,7.0,0.16,244
2017-05-01,2017-05-01,6.0,,,2.0,1.0,,1.0,,,,1.0,5.0,2.0,,,12.0,3.0,,,1.0,1.0,,15.0,,,,,14.0,,,,28.0,14.0,1.0,23.0,7.0,2.0,,4.0,,27.0,4.0,4.0,33.0,1.0,,16.0,2.0,,3.0,,5.0,8.0,2.0,,2.0,9.0,1.0,1.0,,,21.0,12.0,10.0,12.0,5.0,19.0,0.19,340
2017-05-02,2017-05-02,8.0,,,,1.0,,1.0,,,,1.0,1.0,2.0,,3.0,18.0,,2.0,,1.0,2.0,,8.0,,,,,10.0,,,,21.0,14.0,1.0,19.0,10.0,,1.0,3.0,,34.0,4.0,6.0,33.0,1.0,,16.0,,,,,1.0,10.0,,,,3.0,1.0,4.0,4.0,,15.0,13.0,9.0,10.0,9.0,16.0,0.23,316
2017-05-03,2017-05-03,4.0,,1.0,,1.0,,2.0,,,,3.0,2.0,,,3.0,13.0,1.0,,,3.0,,3.0,3.0,,1.0,1.0,,3.0,1.0,,,22.0,14.0,3.0,19.0,4.0,1.0,2.0,1.0,,21.0,3.0,3.0,26.0,1.0,1.0,19.0,,,1.0,,4.0,6.0,1.0,,3.0,1.0,3.0,1.0,1.0,,14.0,18.0,15.0,6.0,5.0,8.0,0.27,272
2017-05-04,2017-05-04,2.0,,,,6.0,1.0,2.0,,,,,,2.0,,2.0,25.0,,,,3.0,,2.0,3.0,,,,,3.0,,,,17.0,11.0,,13.0,5.0,1.0,2.0,4.0,,40.0,,2.0,39.0,,,20.0,,,2.0,1.0,6.0,7.0,1.0,,1.0,3.0,5.0,3.0,,1.0,14.0,11.0,28.0,16.0,4.0,9.0,0.3,317
2017-05-05,2017-05-05,7.0,,,,3.0,1.0,1.0,,,,1.0,3.0,1.0,,4.0,16.0,,,,2.0,1.0,5.0,5.0,,,,,8.0,,3.0,,19.0,7.0,,19.0,13.0,1.0,,,,26.0,5.0,2.0,36.0,,,15.0,,,1.0,,2.0,11.0,,,1.0,3.0,2.0,4.0,,,15.0,12.0,30.0,14.0,2.0,9.0,0.34,310
2017-05-06,2017-05-06,8.0,,,2.0,3.0,,,,,,,1.0,3.0,1.0,6.0,11.0,,,,1.0,,1.0,4.0,,1.0,,,6.0,,,,14.0,8.0,,24.0,12.0,1.0,,,,21.0,4.0,3.0,29.0,,1.0,15.0,2.0,,,1.0,3.0,7.0,1.0,,2.0,1.0,,2.0,,1.0,11.0,13.0,16.0,14.0,5.0,4.0,0.37,263
2017-05-07,2017-05-07,5.0,,1.0,,5.0,2.0,1.0,,,,2.0,3.0,,1.0,2.0,6.0,,1.0,,,,1.0,3.0,,1.0,,,3.0,,,,16.0,13.0,,17.0,14.0,,2.0,,,19.0,2.0,3.0,29.0,1.0,,12.0,,,,,3.0,8.0,1.0,,,2.0,1.0,3.0,,,18.0,16.0,12.0,13.0,5.0,1.0,0.4,248
2017-05-08,2017-05-08,9.0,,,,3.0,,1.0,,,,,6.0,,,1.0,18.0,,,,3.0,,2.0,6.0,,,,,3.0,,,,23.0,6.0,1.0,18.0,6.0,,1.0,1.0,,22.0,6.0,6.0,27.0,1.0,,13.0,,,1.0,,,8.0,,,1.0,3.0,3.0,2.0,2.0,,17.0,15.0,10.0,9.0,6.0,12.0,0.43,272
2017-05-09,2017-05-09,9.0,,,,5.0,1.0,,,,,2.0,3.0,3.0,,2.0,19.0,,,,1.0,1.0,1.0,2.0,,,,,4.0,,,,10.0,9.0,,24.0,3.0,1.0,1.0,1.0,,30.0,4.0,2.0,36.0,1.0,,21.0,1.0,,1.0,,3.0,4.0,3.0,,,8.0,,4.0,2.0,,13.0,11.0,13.0,14.0,4.0,10.0,0.46,287
2017-05-10,2017-05-10,8.0,,,,3.0,3.0,,,,,2.0,3.0,3.0,,4.0,13.0,,1.0,,2.0,1.0,4.0,6.0,,,,,5.0,,,,17.0,10.0,,14.0,6.0,1.0,1.0,3.0,,20.0,3.0,3.0,36.0,1.0,,12.0,,,1.0,,2.0,10.0,,,1.0,3.0,,4.0,1.0,,4.0,7.0,10.0,11.0,5.0,7.0,0.49,251
2017-05-11,2017-05-11,8.0,,,,3.0,1.0,1.0,,,,1.0,2.0,1.0,,,18.0,1.0,,,1.0,1.0,1.0,6.0,,1.0,,,2.0,1.0,,,18.0,6.0,1.0,21.0,5.0,,2.0,2.0,,25.0,5.0,2.0,23.0,,,13.0,,,,,6.0,5.0,1.0,,,3.0,3.0,7.0,,,12.0,11.0,11.0,10.0,4.0,11.0,0.53,256
2017-05-12,2017-05-12,3.0,,,3.0,,1.0,,,,,2.0,3.0,3.0,,1.0,16.0,,1.0,,2.0,,1.0,6.0,,,,,6.0,,,,19.0,12.0,,20.0,8.0,,,1.0,,21.0,8.0,6.0,34.0,,1.0,15.0,,,,1.0,5.0,7.0,,,,6.0,2.0,7.0,1.0,2.0,21.0,11.0,17.0,10.0,2.0,14.0,0.56,299
2017-05-13,2017-05-13,12.0,,,1.0,6.0,1.0,2.0,,,,2.0,1.0,1.0,,2.0,17.0,1.0,,,2.0,,2.0,6.0,,1.0,,,4.0,1.0,1.0,,11.0,12.0,1.0,20.0,10.0,2.0,7.0,,,24.0,6.0,2.0,42.0,1.0,,9.0,,,1.0,,4.0,7.0,,,,1.0,,5.0,4.0,,10.0,8.0,23.0,11.0,4.0,4.0,0.59,292
2017-05-14,2017-05-14,8.0,,,,5.0,4.0,,,,,1.0,1.0,,,3.0,5.0,,1.0,,1.0,1.0,4.0,5.0,,,,,2.0,,,,17.0,6.0,2.0,11.0,8.0,2.0,1.0,,,21.0,2.0,1.0,31.0,1.0,1.0,13.0,,,,,2.0,6.0,,,1.0,1.0,2.0,4.0,,,9.0,13.0,11.0,10.0,4.0,7.0,0.62,228
2017-05-15,2017-05-15,9.0,,,,,1.0,1.0,,,,3.0,4.0,1.0,,5.0,5.0,,,,2.0,1.0,3.0,9.0,,,,,3.0,,,,22.0,16.0,2.0,14.0,9.0,1.0,1.0,,,19.0,1.0,2.0,36.0,1.0,,8.0,2.0,,,1.0,1.0,5.0,,,,5.0,,1.0,,,10.0,10.0,10.0,12.0,4.0,7.0,0.65,247
2017-05-16,2017-05-16,12.0,,,1.0,1.0,1.0,2.0,,,,,5.0,2.0,,3.0,17.0,,,,1.0,1.0,3.0,6.0,,,,,5.0,,,,26.0,13.0,2.0,21.0,7.0,,1.0,1.0,,25.0,3.0,4.0,41.0,1.0,,20.0,,,1.0,,9.0,7.0,2.0,4.0,2.0,7.0,3.0,2.0,2.0,,20.0,12.0,27.0,16.0,4.0,17.0,0.68,360
2017-05-17,2017-05-17,13.0,,,1.0,,1.0,1.0,,,,1.0,4.0,,,4.0,25.0,,1.0,,3.0,1.0,2.0,2.0,,,,,7.0,1.0,,,15.0,10.0,,22.0,12.0,,,1.0,,27.0,6.0,4.0,37.0,1.0,1.0,18.0,,,2.0,,5.0,6.0,2.0,4.0,2.0,3.0,,5.0,,1.0,12.0,9.0,21.0,12.0,9.0,14.0,0.71,328
2017-05-18,2017-05-18,7.0,,,,4.0,,1.0,,,,1.0,4.0,2.0,1.0,,21.0,,,,5.0,1.0,,2.0,,,,,5.0,,,,14.0,12.0,,18.0,10.0,,6.0,4.0,,38.0,5.0,4.0,28.0,,,14.0,,,1.0,,5.0,11.0,1.0,,2.0,6.0,3.0,9.0,,,10.0,7.0,10.0,12.0,2.0,10.0,0.74,296
2017-05-19,2017-05-19,5.0,,,2.0,5.0,,1.0,,,,,2.0,8.0,,2.0,17.0,,,,2.0,,2.0,5.0,,,,,3.0,,,,33.0,14.0,1.0,20.0,7.0,1.0,4.0,1.0,,26.0,8.0,4.0,42.0,,,13.0,2.0,,,,7.0,9.0,1.0,,3.0,10.0,,2.0,,,19.0,15.0,13.0,15.0,5.0,6.0,0.78,335
2017-05-20,2017-05-20,12.0,,,1.0,8.0,2.0,3.0,,,,1.0,2.0,,,7.0,7.0,1.0,,,1.0,,1.0,1.0,,,,,5.0,2.0,,,18.0,10.0,1.0,16.0,13.0,,3.0,,,20.0,5.0,4.0,35.0,1.0,,10.0,,,2.0,,2.0,12.0,,,,5.0,,2.0,2.0,,21.0,11.0,15.0,15.0,7.0,8.0,0.81,292
2017-05-21,2017-05-21,3.0,,,1.0,4.0,,,,,,1.0,3.0,,1.0,2.0,2.0,,2.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,,18.0,16.0,1.0,26.0,9.0,,2.0,,,15.0,3.0,5.0,33.0,,,11.0,,,1.0,,1.0,8.0,2.0,,,2.0,3.0,6.0,,,13.0,12.0,23.0,9.0,3.0,4.0,0.85,251
2017-05-22,2017-05-22,6.0,,,1.0,4.0,2.0,1.0,,,,,,1.0,,3.0,15.0,,,,4.0,,1.0,3.0,,,,,3.0,,,,17.0,9.0,1.0,23.0,6.0,,1.0,1.0,,16.0,2.0,1.0,28.0,,,12.0,1.0,,1.0,,2.0,10.0,,,1.0,4.0,,4.0,,,11.0,14.0,7.0,13.0,3.0,12.0,0.88,244
2017-05-23,2017-05-23,7.0,,,,3.0,,3.0,,,,1.0,1.0,4.0,,1.0,14.0,,,,1.0,,,4.0,,,,,6.0,,,,22.0,9.0,,17.0,14.0,1.0,,2.0,,20.0,6.0,4.0,36.0,2.0,1.0,11.0,,,1.0,,4.0,6.0,1.0,,3.0,3.0,,1.0,1.0,1.0,12.0,15.0,10.0,12.0,1.0,11.0,0.92,272
2017-05-24,2017-05-24,7.0,,,,7.0,1.0,,,,,,2.0,1.0,,1.0,19.0,,,,2.0,1.0,,5.0,,,,,4.0,,,,25.0,10.0,1.0,24.0,8.0,1.0,3.0,3.0,,29.0,4.0,2.0,34.0,,,19.0,,,1.0,,2.0,13.0,,6.0,2.0,7.0,2.0,6.0,1.0,,17.0,9.0,13.0,12.0,3.0,12.0,0.95,319
2017-05-25,2017-05-25,10.0,,,,5.0,,,,,,1.0,5.0,2.0,,2.0,16.0,1.0,,,2.0,2.0,1.0,2.0,,,,,6.0,,,,17.0,10.0,1.0,17.0,11.0,,,,,28.0,4.0,4.0,29.0,,,18.0,,,1.0,,3.0,9.0,2.0,,,2.0,1.0,2.0,,,12.0,10.0,4.0,12.0,3.0,7.0,0.98,262
2017-05-26,2017-05-26,4.0,,,,2.0,,,,,,2.0,8.0,,,3.0,17.0,,,,1.0,,,7.0,,,,,5.0,,,,13.0,11.0,2.0,19.0,6.0,2.0,1.0,,,20.0,8.0,4.0,32.0,2.0,,18.0,2.0,,1.0,2.0,3.0,10.0,,,1.0,6.0,4.0,5.0,,,21.0,14.0,11.0,14.0,4.0,9.0,0.04,294
2017-05-27,2017-05-27,4.0,,,,3.0,,1.0,,,,3.0,,,,2.0,9.0,,1.0,,,1.0,3.0,1.0,,,,,1.0,,1.0,,18.0,17.0,,21.0,8.0,,1.0,,,21.0,1.0,,33.0,,,9.0,1.0,,4.0,,1.0,11.0,,,2.0,3.0,2.0,4.0,,,15.0,8.0,10.0,10.0,5.0,7.0,0.07,242
2017-05-28,2017-05-28,4.0,,,,11.0,1.0,,,,,1.0,2.0,,,,3.0,,,,1.0,,2.0,1.0,,,,,4.0,1.0,,,16.0,8.0,,18.0,6.0,1.0,2.0,,,20.0,3.0,2.0,28.0,,1.0,19.0,1.0,,1.0,,7.0,9.0,1.0,,2.0,6.0,5.0,2.0,,1.0,12.0,9.0,9.0,10.0,1.0,5.0,0.11,236
2017-05-29,2017-05-29,5.0,,,1.0,7.0,,1.0,,,,3.0,,1.0,,,9.0,,,,2.0,,1.0,3.0,,,,,2.0,,,,8.0,7.0,1.0,20.0,6.0,,2.0,1.0,1.0,20.0,2.0,2.0,21.0,,,18.0,1.0,,,,2.0,12.0,,,2.0,1.0,,2.0,,,15.0,7.0,14.0,16.0,2.0,5.0,0.15,223
2017-05-30,2017-05-30,5.0,,,,2.0,1.0,,,1.0,,4.0,5.0,1.0,,1.0,11.0,,,,2.0,,1.0,5.0,,,,,8.0,,,,15.0,12.0,,21.0,6.0,,1.0,2.0,,33.0,5.0,2.0,29.0,,1.0,18.0,,,,1.0,3.0,12.0,,10.0,1.0,4.0,2.0,3.0,1.0,,12.0,16.0,4.0,9.0,4.0,14.0,0.18,288
2017-05-31,2017-05-31,4.0,,,1.0,1.0,,,,,,1.0,2.0,,,4.0,19.0,,,,1.0,,4.0,3.0,,,,,7.0,,,,18.0,10.0,,24.0,6.0,,4.0,2.0,,16.0,3.0,2.0,41.0,1.0,,7.0,1.0,,4.0,1.0,2.0,12.0,,,3.0,5.0,1.0,4.0,1.0,,13.0,16.0,12.0,16.0,8.0,15.0,0.22,295
2017-06-01,2017-06-01,8.0,,,1.0,13.0,2.0,1.0,,,,1.0,1.0,,,3.0,6.0,2.0,2.0,,,,2.0,4.0,,,,,14.0,,,,27.0,11.0,1.0,28.0,4.0,,1.0,4.0,,24.0,2.0,2.0,34.0,,,15.0,,,1.0,,5.0,23.0,,,3.0,9.0,1.0,7.0,,,13.0,15.0,10.0,17.0,3.0,14.0,0.25,334
2017-06-02,2017-06-02,7.0,,,1.0,5.0,2.0,3.0,,,,2.0,3.0,1.0,,2.0,17.0,,1.0,,,,4.0,5.0,,1.0,,,2.0,1.0,,,26.0,13.0,1.0,20.0,9.0,1.0,,,,18.0,7.0,8.0,41.0,,,17.0,,,1.0,,6.0,16.0,1.0,,2.0,3.0,,1.0,2.0,1.0,18.0,12.0,15.0,12.0,5.0,16.0,0.29,329
2017-06-03,2017-06-03,9.0,,,,7.0,1.0,1.0,,1.0,,3.0,3.0,,,2.0,9.0,,,,1.0,1.0,1.0,2.0,,,,,3.0,,,,23.0,15.0,1.0,17.0,11.0,3.0,2.0,,,19.0,7.0,7.0,33.0,,,12.0,,,1.0,,2.0,10.0,,,,2.0,1.0,4.0,1.0,,17.0,13.0,23.0,18.0,,6.0,0.32,292
2017-06-04,2017-06-04,9.0,,,,5.0,1.0,2.0,,,,,,1.0,,2.0,13.0,,1.0,,2.0,,,1.0,,,,,7.0,1.0,,,10.0,8.0,,14.0,10.0,,,,,25.0,2.0,2.0,27.0,1.0,1.0,15.0,1.0,,1.0,,4.0,5.0,,,,5.0,,3.0,,,19.0,6.0,16.0,13.0,1.0,2.0,0.35,236
2017-06-05,2017-06-05,5.0,,,,6.0,2.0,1.0,,,,3.0,,,,4.0,19.0,,,,,1.0,2.0,5.0,,,,,6.0,,,,14.0,9.0,,23.0,3.0,,,,,33.0,3.0,2.0,35.0,,,22.0,,,1.0,,5.0,10.0,1.0,,1.0,4.0,,6.0,,,14.0,14.0,9.0,10.0,5.0,5.0,0.38,283
2017-06-06,2017-06-06,1.0,,,,4.0,,1.0,,,,,2.0,2.0,,2.0,14.0,,,,3.0,,1.0,4.0,,,,,8.0,,,,26.0,6.0,1.0,14.0,8.0,,5.0,,,31.0,6.0,4.0,39.0,,1.0,17.0,1.0,,1.0,,2.0,10.0,1.0,,,5.0,,4.0,,1.0,10.0,10.0,9.0,11.0,2.0,5.0,0.41,272
2017-06-07,2017-06-07,15.0,,,1.0,2.0,,1.0,,,,,3.0,,,2.0,11.0,,,,2.0,1.0,,2.0,,,,,8.0,,,,12.0,11.0,,28.0,6.0,1.0,,1.0,,23.0,3.0,2.0,34.0,,,21.0,2.0,,1.0,1.0,2.0,8.0,,,,4.0,,4.0,3.0,,13.0,14.0,17.0,10.0,3.0,17.0,0.44,289
2017-06-08,2017-06-08,11.0,,,,6.0,,1.0,,,,1.0,,,,3.0,14.0,,,,,3.0,3.0,4.0,,,,,4.0,,,,14.0,20.0,1.0,25.0,4.0,3.0,2.0,,,32.0,2.0,1.0,42.0,1.0,,18.0,,,,,2.0,8.0,,,1.0,5.0,,6.0,4.0,2.0,19.0,14.0,11.0,22.0,4.0,12.0,0.47,325
2017-06-09,2017-06-09,3.0,,,,1.0,2.0,3.0,,,,3.0,2.0,,,6.0,11.0,,,,3.0,1.0,1.0,8.0,,,,,3.0,1.0,,,20.0,9.0,,18.0,6.0,1.0,1.0,1.0,,24.0,2.0,3.0,24.0,,1.0,10.0,,,1.0,,3.0,12.0,,,,7.0,,4.0,,1.0,22.0,15.0,10.0,5.0,1.0,8.0,0.51,257
